,all,neg,pos,neu
'Utrecht,1,,,1.0
run',1,,,1.0
Gloucester,1,,,1.0
docks.,1,,,1.0
internets,2,,1.0,1.0
THURSTAG!!!!,1,,1.0,
800x,1,,1.0,
pUG,1,,1.0,
'engagement,1,,1.0,
rings',1,,1.0,
EXACT,1,,1.0,
want.it,1,,1.0,
it.http://twurl.nl/jaq5j4,1,,1.0,
office.........,1,,,1.0
cynical,2,,2.0,
championing,1,,1.0,
standards.,1,,1.0,
Active-X,1,,1.0,
dreamin,1,,,1.0
"loud,",1,,,1.0
PICTURE,3,1.0,1.0,1.0
boyfriend???,1,,,1.0
JACKIE.,1,,,1.0
EMBRACED,1,,,1.0
hell?!,1,1.0,,
"express,",1,1.0,,
loud!,1,,1.0,
MacDonalds,1,,1.0,
_sl,1,,1.0,
Gardening,1,1.0,,
sender,1,1.0,,
centre.,1,1.0,,
boyfriend!,1,,1.0,
flavors,1,,1.0,
nervous!!!,1,1.0,,
http://twitpic.com/4w0yj,1,,1.0,
fancy!,1,,1.0,
tweeple!,3,1.0,2.0,
pack.,1,,1.0,
touchin,2,,1.0,1.0
bacardi,1,,1.0,
Wii!,1,,,1.0
...Yawn,1,,,1.0
_ara,1,,1.0,
aapko,1,,1.0,
sehat,1,,1.0,
",she",1,,1.0,
destruction,1,,,1.0
language...awww,1,,,1.0
"Milk,",1,,1.0,
Gran,1,,1.0,
"Torino,",1,,1.0,
"Bolt,",1,,1.0,
"Wars,",1,,1.0,
few...),1,,1.0,
longhaul,1,,1.0,
OOuUch!...good,1,,1.0,
yoga-ing,1,,1.0,
jumbo,1,,1.0,
coffee!!!!!,1,,1.0,
happy!!,1,,1.0,
LOBBY,1,,,1.0
beer:,1,,,1.0
beer..,1,,,1.0
carbonated...,1,,,1.0
http://mypict.me/1Zu9,1,,,1.0
pointed,1,,,1.0
anna,3,2.0,,1.0
wintour,1,1.0,,
somethings,2,1.0,,1.0
|,6,1.0,1.0,4.0
_2890,2,1.0,1.0,
http://twitpic.com/662vk,1,1.0,,
MOCK,1,1.0,,
ME!!!,1,1.0,,
blows.,2,1.0,,1.0
bye..so,1,,,1.0
watching!,1,,,1.0
_mactastic,1,1.0,,
;p,2,2.0,,
How`d,1,1.0,,
am?,3,2.0,1.0,
mysterious,2,1.0,,1.0
Spielburg,2,,2.0,
ABC2,1,,1.0,
choices.,1,,1.0,
remarks,1,,,1.0
blondes,1,,,1.0
NZ'.,1,,,1.0
Umm...only,1,,,1.0
Brunch.,1,,1.0,
fixin`s.,1,,1.0,
#flylady,1,,,1.0
deary,1,,,1.0
conf.,1,1.0,,
ridiculous.,1,1.0,,
Lies...lies...lies....you,1,1.0,,
practically...EVERYTHING!,1,1.0,,
Wars.,1,,1.0,
_joe,1,,1.0,
KnO,1,1.0,,
`half,1,,,1.0
half`,1,,,1.0
hor!!,1,,,1.0
Nvd,1,,,1.0
yooo!,1,,,1.0
rainin,3,1.0,,2.0
disapointing!,1,1.0,,
"Augh,",1,1.0,,
WeHo,1,1.0,,
pissed.,1,1.0,,
boytoy,1,1.0,,
plague.,1,1.0,,
Creased,1,1.0,,
nikes!!,1,1.0,,
http://twitpic.com/66zfd,1,1.0,,
rah,1,1.0,,
rah.,1,1.0,,
#justcause,1,1.0,,
1pm...doesn`t,1,1.0,,
"w/e,even",1,,1.0,
win.Good,1,,1.0,
Tassie,1,,1.0,
up...and,1,,,1.0
:I,1,,1.0,
motivated!,1,,1.0,
Wahahaha,1,,1.0,
_city,1,,1.0,
FOB,1,,1.0,
frineds,1,,1.0,
~Ellen~,1,,1.0,
imposible,1,1.0,,
amar,1,1.0,,
Sinse,1,,,1.0
thing..not,1,,,1.0
Nuffin!,1,,,1.0
cares..i,1,,,1.0
wifi....you,1,,1.0,
eeet!,1,,1.0,
hawain,1,1.0,,
MOSS,1,,,1.0
unofficially,1,,,1.0
"wellllll,",1,,1.0,
homework.,5,2.0,2.0,1.0
editing.,1,,1.0,
night...tried,1,,1.0,
CDCaves,1,,1.0,
HILARIOUSLY,1,,1.0,
FUN!!!,1,,1.0,
http://twitpic.com/336u5,1,,1.0,
Yogg,1,1.0,,
_cook,2,1.0,,1.0
shallow,2,,1.0,1.0
com,2,,1.0,1.0
distractions.,1,,1.0,
lasting,1,,1.0,
Perez,1,,,1.0
isle,1,,,1.0
Mediterranean,1,,,1.0
sun;,1,,,1.0
desire.,1,,,1.0
up......,1,1.0,,
hazin,1,1.0,,
notorious,1,1.0,,
harrump,1,1.0,,
gagging,1,1.0,,
ones?!,1,1.0,,
Ninja,1,,,1.0
Tutle?!,1,,,1.0
_Nye,1,,,1.0
(nt,1,1.0,,
shins,1,1.0,,
chest),1,1.0,,
biatch,1,1.0,,
studies.....,1,,1.0,
"bake,",1,,1.0,
flea,1,,1.0,
lilime,1,,1.0,
shipwrecked,1,,1.0,
goodtimes.,1,,1.0,
reaction,2,,1.0,1.0
kona,1,,1.0,
triathlon,1,,1.0,
secure,1,,1.0,
masculinity.,1,,1.0,
"friend,twitter..",1,,1.0,
selalu,1,,1.0,
ruang,1,,1.0,
untuk,1,,1.0,
sahabat,1,,1.0,
Bugsssss,1,,1.0,
8:48am,1,,1.0,
nowwwww,1,,1.0,
unfollowing..not,1,,1.0,
pounding,1,1.0,,
skull,1,1.0,,
noo..,1,1.0,,
_G,2,1.0,,1.0
_85,1,,,1.0
Aaaargh,1,,,1.0
conspiracy,2,,1.0,1.0
Lizzi?,1,,,1.0
11:11,2,,1.0,1.0
_Loves_NKOTB,1,,1.0,
yup...as,1,,1.0,
always....wonder,1,,1.0,
Earth...getting,1,,1.0,
inspiration...,1,,,1.0
kristie,1,,,1.0
pocketwit,1,,,1.0
http://myloc.me/21RK,1,1.0,,
Iowa,2,1.0,1.0,
Wars',1,,1.0,
Twitters.,1,,1.0,
http://migre.me/SiE,1,,1.0,
aight!,1,1.0,,
mostly!,1,1.0,,
mcds,1,1.0,,
hader,1,1.0,,
toy..no,1,1.0,,
chickfila,1,1.0,,
Rather,1,1.0,,
love.....let,1,,1.0,
daysssssss,1,,1.0,
YAHOOOO,1,,1.0,
looks.,1,1.0,,
Period,1,1.0,,
FTL.,1,1.0,,
gawd,1,1.0,,
cardiff,1,,,1.0
'Too,1,,,1.0
Transport,1,,,1.0
seconds',1,,,1.0
remember!,1,1.0,,
chips.,1,1.0,,
itch.,1,1.0,,
volcano,1,1.0,,
ITO,1,,1.0,
EN,1,,1.0,
DELICIOUS!!!!!!!!!!,1,,1.0,
(looks,1,,1.0,
Quihote,1,,1.0,
more!!),1,,1.0,
"brewing,",1,1.0,,
drugs.,2,1.0,,1.0
"placement,",1,,1.0,
Feria,1,,1.0,
Urbana.,1,,1.0,
laser-cut,1,,1.0,
felt.,1,,1.0,
http://tinyurl.com/qlrcec,1,,,1.0
frenchies,1,,,1.0
precedent,1,,,1.0
woooooo,1,,1.0,
agessss,1,,1.0,
shop...doesn`t,1,1.0,,
Ealing,1,1.0,,
Scariest,1,,1.0,
Places,2,,2.0,
GETTING,1,,1.0,
PUPPYYY!!!!,1,,1.0,
called.Yep...back,1,1.0,,
Shey...AGAIN.3rd,1,1.0,,
"4.30am,",1,1.0,,
timeee.,1,1.0,,
eh..not,1,,,1.0
daw,1,,,1.0
guesting,1,,,1.0
niqhty,1,,1.0,
niqht,2,,2.0,
"toqether,",1,,1.0,
artesia,1,,,1.0
cerritos,1,,,1.0
QUEST!,1,,,1.0
Charley,2,1.0,,1.0
Biggs,1,,,1.0
7:53AM,1,,,1.0
"Heroes,",1,,1.0,
pitty,1,,1.0,
thing!?,1,,1.0,
Moooorning!,1,,,1.0
__d,1,,,1.0
awayyyyy,1,,,1.0
appartment,1,1.0,,
Uhhh.,1,,,1.0
Keren,1,,,1.0
stressin`,1,,,1.0
mare?,1,,,1.0
Upsidedown,1,1.0,,
few!!!!,1,,,1.0
calls..txt..fb,1,1.0,,
worried..I,1,1.0,,
much..but,1,1.0,,
that....burger.,1,1.0,,
"Chinese,",1,,,1.0
shutters,1,,,1.0
doors...,1,,,1.0
imax-,1,,1.0,
1828x1556,1,,1.0,
"4096,",1,,1.0,
still-,1,,1.0,
Crush,2,,1.0,1.0
btw?,1,,,1.0
'real',2,,,2.0
hallo,1,,,1.0
Header,1,1.0,,
Folio,1,1.0,,
(http://bit.ly/MYmeA,1,1.0,,
caaaaan`t,1,1.0,,
sleep.....it`s,1,1.0,,
3.30am!,1,1.0,,
wahhhh...,1,1.0,,
ira,1,,1.0,
hrs?,1,,1.0,
shooter,2,,2.0,
existes,1,,1.0,
cokies,1,,1.0,
arnt,1,,1.0,
mmmmmmmmmmmm,1,,1.0,
cookie...,1,,1.0,
poll,1,,,1.0
powerpoint,2,,,2.0
freedom,2,,1.0,1.0
"Mark,",1,,,1.0
anyway...,2,,,2.0
Dentist,1,,,1.0
toaster,2,1.0,,1.0
strudle(sp?),1,,,1.0
resume!,1,,,1.0
saying...&,1,,,1.0
Kitsch,1,,,1.0
(this,1,,,1.0
hahahah),1,,,1.0
later...hope,1,,1.0,
Byeeee,1,,1.0,
"swarm,",1,,1.0,
gable,1,,1.0,
Set,2,1.0,1.0,
bait,1,,1.0,
hive,1,,1.0,
moderately,1,1.0,,
lactose-intolerant,1,1.0,,
tortoiseshell.,1,,,1.0
indoor,1,,,1.0
@_Cantus_,1,,,1.0
brewing,1,,,1.0
"18,000",1,,1.0,
Last.fm,1,,1.0,
Dez,1,,1.0,
Moines,1,,1.0,
#tdwp,1,,1.0,
http://bit.ly/GWUHX,1,,1.0,
Gluten,1,,1.0,
conti...,1,,,1.0
boooooooo..,1,,,1.0
"quiz,",1,,,1.0
blond,1,,,1.0
you?',1,,,1.0
Facebook.,1,,,1.0
blond!,1,,,1.0
Thanxx,1,,,1.0
Nun,1,,1.0,
Run!,1,,1.0,
Sister,1,,1.0,
Act`s,1,,1.0,
Amen!,1,1.0,,
hungry...,3,1.0,1.0,1.0
godown,1,1.0,,
fungus,1,1.0,,
badluck,2,1.0,1.0,
noes,2,2.0,,
trek...again,1,,,1.0
on?!,1,,,1.0
So...,1,,,1.0
Inconclusive.,1,,,1.0
x-rays.,1,,,1.0
sheesh,1,1.0,,
Tiger,1,,,1.0
claws,1,,,1.0
nutz,1,,,1.0
http://bit.ly/wCr3a,1,,1.0,
Dougie,1,,1.0,
`Luv,1,,1.0,
Por,1,,,1.0
Favor!!!,1,,,1.0
FIVE,1,,,1.0
http://tinyurl.com/dzcpg3,1,,,1.0
www.dosriosrestaurant.com!,1,,,1.0
OCHH,1,1.0,,
supose,1,1.0,,
thaught,1,1.0,,
_Sunshine,1,,,1.0
Excited!,2,,1.0,1.0
straightener,2,,,2.0
horrendous,1,,,1.0
relieve,1,,,1.0
gym!!,1,,,1.0
"speeches,",1,,,1.0
text.....,1,,,1.0
"stable,",1,,,1.0
2.x,1,,,1.0
on..,2,,,2.0
help!!,1,,,1.0
Xanax,1,,,1.0
pres,1,1.0,,
Pun`k,1,1.0,,
Amen,1,,1.0,
vitamins,1,,1.0,
Colin.,1,,1.0,
IPA,2,,2.0,
freshly,1,,1.0,
pleasing,1,,,1.0
cooked,5,,3.0,2.0
Givin`,1,,,1.0
relaxin`,1,,,1.0
dayy.,2,,,2.0
toooo,6,1.0,3.0,2.0
_A4L,1,,,1.0
Anne!,1,,,1.0
arrange,1,,,1.0
Archies,1,,,1.0
Logged,1,,,1.0
2.30,1,,,1.0
5am,4,,1.0,3.0
Cougar,1,1.0,,
Privacy,1,1.0,,
Threatened,1,1.0,,
Surveillance,1,1.0,,
Increases,1,1.0,,
http://bit.ly/ayViO,1,1.0,,
altanta.,1,,,1.0
boston.,1,,,1.0
Kristi,1,,,1.0
Raleigh...,1,,,1.0
right??,1,,,1.0
Hugs.,1,,1.0,
owns,3,,2.0,1.0
difference.,1,,,1.0
massage!,2,,2.0,
617-262-2220,1,,1.0,
Dixon!,1,,,1.0
#starbucks,1,,,1.0
northbound?,1,,,1.0
http://twitpic.com/67x74,1,,,1.0
anytime!..,1,,,1.0
http://twitpic.com/66u67,1,,,1.0
calmin,1,,,1.0
coool,1,,1.0,
Dude.,1,,,1.0
could.,4,1.0,1.0,2.0
somewhere..,1,,1.0,
finland.,1,,1.0,
http://twurl.nl/goljwp,1,,,1.0
Greetings,2,,2.0,
"Vienna,Austria",1,,1.0,
certian,1,1.0,,
Beatrice??,1,,,1.0
"source,",1,,1.0,
NOWWW!!!,1,1.0,,
grrrrrrr,1,1.0,,
running!,3,1.0,1.0,1.0
_double,1,,,1.0
http://myloc.me/Fkl,1,,,1.0
gee!,1,,1.0,
"celebration,",1,,1.0,
slpy,1,,,1.0
zzzz,2,1.0,,1.0
certificate????,1,,,1.0
anothe,1,,1.0,
Chickie!,1,,1.0,
mufasa!!!!,1,,1.0,
warriors,1,,1.0,
OCEAN!,1,,1.0,
hahahahahaha,1,,1.0,
gota,1,,,1.0
reworded,1,,1.0,
'group,1,,1.0,
therapy',1,,1.0,
instead`a,1,,1.0,
'gang,1,,1.0,
banging'.,1,,1.0,
Keeps,1,,1.0,
"urgh,",2,2.0,,
snappy,1,1.0,,
tomorrows,1,1.0,,
exist.,1,1.0,,
LAME.,1,1.0,,
"hi,",1,,,1.0
"hysterical,",1,,,1.0
songd,1,,1.0,
relient,1,,1.0,
songs...I,1,,1.0,
?and,1,,,1.0
pledge,1,,,1.0
follow..how,1,,,1.0
dishes...,1,,1.0,
rabbit`s,1,,1.0,
cage,1,,1.0,
doable,1,,1.0,
Someday,1,,,1.0
Know...,1,,,1.0
raining!!!!,1,,,1.0
Derbyshire,1,,1.0,
Buxton,1,,1.0,
morning.any,1,,,1.0
souls,3,2.0,,1.0
nightmare.,1,1.0,,
pre-chilled,1,1.0,,
watermelon,2,1.0,1.0,
TX*,1,1.0,,
www.youtube.com/watch?v=6UrRxta8doM,1,,,1.0
Stressed,2,2.0,,
fro,2,2.0,,
*cryy*,1,1.0,,
3-hour,1,,,1.0
cuzs,1,,1.0,
pushin,1,1.0,,
it...how,2,1.0,1.0,
graduation..sorry,1,1.0,,
smash,1,1.0,,
thru...,1,1.0,,
All!!!,1,,,1.0
http://bit.ly/1bI7aD,1,,,1.0
handy.,1,,1.0,
"conversation,",1,1.0,,
email/mailing,1,1.0,,
lists.,1,1.0,,
`140,1,1.0,,
chars,2,2.0,,
less`,1,1.0,,
tireddd,1,1.0,,
Forest,2,,1.0,1.0
handedly,1,,,1.0
crane,1,,,1.0
hairbrush!!,1,,,1.0
disinfect,1,,,1.0
now...but,1,,,1.0
beware!!,1,,,1.0
Mouth,1,1.0,,
"war,,easy",1,,,1.0
"begin,",1,,,1.0
end..fiuuhh...,1,,,1.0
trending.,1,,1.0,
company`s,2,,2.0,
yummiest,1,1.0,,
Mee?,1,1.0,,
Dance,1,1.0,,
"Center,",1,1.0,,
Ipoh,1,1.0,,
wattching,1,1.0,,
channel....rubbish,1,1.0,,
"rubbishhhhhh,",1,1.0,,
im..,1,1.0,,
'Completely,1,,1.0,
dishwasher,1,,1.0,
"safe,",1,,1.0,
Coat,1,,1.0,
humour,1,,1.0,
Viz,1,,1.0,
Mocha,1,1.0,,
SS.,1,1.0,,
Espresso,1,1.0,,
Milkshake..,1,1.0,,
_august84,2,1.0,1.0,
imported.,1,,1.0,
OMG-ness,1,1.0,,
11:18,1,1.0,,
beup,1,1.0,,
"8am,",1,1.0,,
beat.,1,1.0,,
cigarettes.,1,1.0,,
failed.,2,2.0,,
"Odyssey,",1,,,1.0
-------,1,,,1.0
RROD`ed,1,,,1.0
wondefl,1,,1.0,
wkend,2,,1.0,1.0
Michael~blessings,1,,1.0,
clara.,1,,1.0,
http://plurk.com/p/roo6c,1,,1.0,
Awwwwwwwwwwe,1,,,1.0
bullet`s,1,,,1.0
sleepy...,1,1.0,,
10:24,1,1.0,,
"Ready,",1,,,1.0
Set....,1,,,1.0
DELAY,1,,,1.0
person!!,1,,,1.0
Consider,1,1.0,,
manually,1,,,1.0
oooiifull.mp4,1,,,1.0
Mmmmmm,1,,1.0,
curry.,1,,1.0,
Oregan,1,,1.0,
psh...didn`t,1,1.0,,
noo.,1,1.0,,
Joshua,1,1.0,,
",im",1,1.0,,
:``(,1,1.0,,
ahhh..,1,1.0,,
etc?,1,1.0,,
spazz,1,1.0,,
<-almost,1,,1.0,
right...lol;),1,,1.0,
klemm!,1,,,1.0
klemm!',1,,,1.0
_0_Tronic,1,,,1.0
sainthood,1,1.0,,
seeking.,1,1.0,,
Win-win,1,1.0,,
Extremly,1,,,1.0
"s`okay,",1,,,1.0
weiss,1,,,1.0
disspointed,1,1.0,,
Lifehacker`s,1,1.0,,
of'The,1,,,1.0
Climb'its,1,,,1.0
sngs,1,,,1.0
MAMA...MAMA!!!,1,1.0,,
http://bit.ly/5pBLz,1,1.0,,
McCoy`s,1,1.0,,
initial,2,1.0,,1.0
rant.,1,1.0,,
glacier,1,1.0,,
"weeooow,",1,,,1.0
fat....,1,,,1.0
pfffffffffffffffffffffftttttttt,1,,,1.0
ic,2,,,2.0
iyaa,1,,,1.0
Course,1,,,1.0
ahhhhhhh,1,,1.0,
ecxept,1,,1.0,
decembbberrrrrrrr,1,,1.0,
stilll,1,,1.0,
congratss.,1,,1.0,
"anywho,",1,,1.0,
storming,1,,1.0,
carnivalsofparis,1,1.0,,
bl,2,1.0,,1.0
"baad,",1,,,1.0
mya,1,,,1.0
Spyed,1,1.0,,
Princess,1,1.0,,
listented,1,1.0,,
OB,1,1.0,,
QA&V,1,,,1.0
deceiving,1,1.0,,
12-306,1,,1.0,
overnight,3,1.0,2.0,
pffftt!,1,,1.0,
sober...dang)!,1,,1.0,
int,1,,1.0,
Hunting,2,1.0,,1.0
PAIN!,1,1.0,,
Shifting,1,1.0,,
PAIN!!,1,1.0,,
Imagine,3,1.0,1.0,1.0
Unpacking,1,1.0,,
biiig,1,1.0,,
melt,1,,,1.0
you...the,1,,,1.0
construction!!!,1,,,1.0
tGif...,1,,,1.0
bored???,1,1.0,,
apps!,2,,1.0,1.0
4:15,2,1.0,1.0,
it...I`m,1,,,1.0
aaahh,1,,,1.0
weeek,1,,,1.0
fasho!,1,,,1.0
goldfish.,1,,,1.0
Anyways!,1,,,1.0
yoooo,1,,,1.0
http://weaselbee.blogspot.com/,1,,,1.0
cert,2,1.0,,1.0
infection...man,1,1.0,,
mariage,1,,,1.0
proposals,1,,,1.0
supporter,2,,,2.0
store???,1,,1.0,
one...I`ll,1,,1.0,
Google.,1,,1.0,
anything!!,1,,,1.0
Pasadena,1,,,1.0
286,1,1.0,,
compaq,1,1.0,,
"portable,",1,1.0,,
"LMAO,",1,1.0,,
toodle,1,1.0,,
pip,1,1.0,,
eassy,1,1.0,,
:{,1,1.0,,
]:,1,1.0,,
}:,1,1.0,,
#f1.,1,,1.0,
"Montmelï¿½,",1,,1.0,
8th.,2,,2.0,
Flolloping,1,,1.0,
perfectly,2,,1.0,1.0
describes,1,,1.0,
365,1,,1.0,
"'sentimental,",1,,,1.0
wat-a-joke-ental',1,,,1.0
fren,1,,,1.0
www.last.fm/music/marple+meg,1,,,1.0
actor,1,,1.0,
recognition,2,,1.0,1.0
PH,1,,,1.0
macaron,1,,,1.0
smackdown...except,1,,,1.0
it...It`s,1,,,1.0
work-wise,1,,1.0,
twibe,1,,,1.0
ronnie,1,,1.0,
PEOPLE!!!,1,1.0,,
twitter????,1,1.0,,
IT!!!,3,2.0,1.0,
Could`ve,1,,,1.0
_Carroll,1,,,1.0
marty,1,,,1.0
mcflyy,1,,,1.0
t-shirt.,1,,,1.0
pickkshaa!,1,,1.0,
MILKY!,1,,1.0,
YAAAY!,1,,1.0,
ssshhh,1,1.0,,
asleep...,1,1.0,,
disturb,1,1.0,,
beeeeeddddddd!!!,1,1.0,,
Ivy,1,,1.0,
PM?,1,,1.0,
TwitterBerry,2,2.0,,
die.,3,2.0,1.0,
TAKE,1,1.0,,
duet.,1,1.0,,
trinity,1,1.0,,
toe.,1,1.0,,
http://twitpic.com/4wrrp,1,,,1.0
"ha,",2,,1.0,1.0
S,1,1.0,,
@_Slamma_,1,,,1.0
tixs,1,,,1.0
swift!,2,,1.0,1.0
Agustin,1,,1.0,
moods,2,1.0,1.0,
ahhhh.,1,,,1.0
grad.,1,,,1.0
org,2,1.0,,1.0
discussion....,1,,,1.0
do...want,1,1.0,,
"37,4",1,1.0,,
Whatever!,1,,,1.0
VOTE.,1,,,1.0
Ciao,1,,,1.0
tomorrow...Is,1,,,1.0
Listening?,1,,,1.0
#liesgirlstell,2,1.0,,1.0
resigned,1,1.0,,
tired??????,1,1.0,,
Whyyyyy,1,1.0,,
Merm,1,1.0,,
sappy,1,,1.0,
fellow!,1,,1.0,
'legally',1,1.0,,
Car...,1,,,1.0
Bed!!!!!...,1,1.0,,
"time,.....",1,1.0,,
Reached,1,,,1.0
Bangalore!!,1,,,1.0
LOW,1,,,1.0
kay.,1,,,1.0
www.myspace.com/destroyalllines,1,,,1.0
Yup.,2,,,2.0
homework!!!,1,,,1.0
THQ,1,,,1.0
release!,1,,,1.0
billed,1,,,1.0
RPG!,1,,,1.0
Cliff,1,,,1.0
"tix,",1,,,1.0
>.>.,1,,,1.0
_Stained,1,,1.0,
http://twitpic.com/4jhe5,1,,1.0,
"Grandmother,",1,,,1.0
Lopatcong.,1,,,1.0
http://twitpic.com/4w1s0,1,,,1.0
Underworld,1,,1.0,
say...perfect,1,,1.0,
lamentablemente,1,,,1.0
#jrztwitterlunch,1,,,1.0
hulu,2,2.0,,
vista?,1,1.0,,
duster,1,,,1.0
shoppping,1,,,1.0
greenhills,1,,,1.0
Balikbayans,1,,,1.0
SPACE,1,,,1.0
http://plurk.com/p/x2dvj,1,,,1.0
BREAKING,2,1.0,,1.0
NEWS:,2,1.0,,1.0
shares,4,2.0,1.0,1.0
trading,2,1.0,,1.0
$1.00,1,1.0,,
$.88,1,1.0,,
share!!,1,1.0,,
any.,4,,,4.0
parked,2,1.0,,1.0
speedy,2,,1.0,1.0
"snacks,",1,,,1.0
momol.,1,,,1.0
HAHAHAHAHA!,1,,,1.0
http://plurk.com/p/rplpr,1,,,1.0
"once,",2,,1.0,1.0
volunteer,2,,1.0,1.0
traveled,1,,,1.0
"Tei,",1,,,1.0
Sency,1,,,1.0
Ghina,1,,,1.0
loaned,1,1.0,,
aerobars,1,1.0,,
Alkek.,1,1.0,,
brownies!!!,1,1.0,,
brownies...,1,1.0,,
l.a.,1,1.0,,
Downloading,2,,1.0,1.0
Chex-Quest!,1,,1.0,
sins,2,,1.0,1.0
Right!,2,,2.0,
patsy,1,1.0,,
generally...,1,1.0,,
Market,1,1.0,,
bull,1,1.0,,
intellectually,1,,,1.0
severing,1,,,1.0
disagreement.,1,,,1.0
gloom.,1,,,1.0
poo.,1,,,1.0
TAFE,1,,,1.0
books...old,1,,1.0,
plugs.,1,1.0,,
real.,1,1.0,,
stretch.,1,1.0,,
appreciated!!!,1,,1.0,
guests,2,,1.0,1.0
forreal!!,1,1.0,,
spend.,1,,,1.0
melbourne...for,1,1.0,,
stack.,1,1.0,,
M8,1,1.0,,
"PLEASE,",1,,1.0,
ANYONE?,1,,1.0,
set....,2,2.0,,
_uk,1,,,1.0
Myst!,1,,,1.0
honey..see,1,,1.0,
thud*,2,,,2.0
http://myloc.me/1XIz,1,,,1.0
bacon...,1,,,1.0
alarm`s,1,,,1.0
"grief,",1,,,1.0
barakitten,1,,1.0,
ilycecily,1,,1.0,
sap,1,,,1.0
Fridays.,3,1.0,,2.0
something??,1,,,1.0
scones,2,,1.0,1.0
afternoon!!,1,,,1.0
monica,2,,,2.0
shy,1,,,1.0
http://blackird72.etsy.com,1,,,1.0
Followed,1,,,1.0
Mazembe.,1,,,1.0
favorites,2,1.0,,1.0
http://blip.fm/~5jkbp,1,,,1.0
today--,1,1.0,,
semi-flaky,1,1.0,,
"VRBO.com,",1,1.0,,
Forced,2,2.0,,
nervous...,2,2.0,,
mistake...,1,1.0,,
procrastination,1,1.0,,
assumption...,1,1.0,,
"mtn,",1,,,1.0
"road,",1,,,1.0
regardless,1,,1.0,
`Tis,1,,,1.0
Amanzimtoti,1,,,1.0
goto,2,1.0,,1.0
lonovala,1,,,1.0
wedding....bt....no,1,,,1.0
arrngmnts,1,,,1.0
wrkg,1,,,1.0
sun.....,1,1.0,,
i*m,1,,,1.0
bithday,1,,,1.0
pierre!,1,,,1.0
Burp,1,,,1.0
Frog,1,,,1.0
http://is.gd/rae9,1,,,1.0
alriiightt,1,,,1.0
horrid,2,2.0,,
Coffee.,1,1.0,,
anyone`s,1,,,1.0
#visialvoicemail,1,,,1.0
sync.,1,,,1.0
Turned,2,1.0,,1.0
Help?,1,,,1.0
#manics,1,,,1.0
gig.,1,,,1.0
gaskarth,1,,1.0,
"TGIF,",1,1.0,,
Washington,2,1.0,1.0,
Guna,1,,,1.0
http://bit.ly/dIQF3,1,,1.0,
Rik,1,1.0,,
_Heidi_V,1,,1.0,
motion.,1,,1.0,
concepts,2,,2.0,
outline,1,,1.0,
ensure,1,,1.0,
greatness,2,,1.0,1.0
FOOD!,1,,,1.0
Botti`s~Live,1,,1.0,
"CD,",2,,1.0,1.0
moon.,1,,1.0,
nanny,1,,,1.0
teacher!,1,,,1.0
treeeeek?!,1,,1.0,
Hospitol,1,1.0,,
Tourny,1,1.0,,
place!!!!!!!!!!!,1,1.0,,
Re-Ripped,1,1.0,,
transcribing,1,,,1.0
tenth,1,,,1.0
last),1,,,1.0
censoring,1,1.0,,
"nin.com,",1,1.0,,
speculate,1,1.0,,
uniform,1,1.0,,
Horrid,1,1.0,,
_roo,1,,1.0,
guides,1,,1.0,
lifesaver,1,,1.0,
"TF2,",2,1.0,,1.0
6.3G,1,,,1.0
3%,1,,,1.0
instantly,1,,,1.0
500KB,1,,,1.0
ATL!!,1,,1.0,
computing,2,,,2.0
year...bring,1,,,1.0
feck!!,1,,,1.0
"coupon,",1,1.0,,
register,2,1.0,,1.0
naptime,1,,1.0,
http://twitpic.com/4w425,1,,,1.0
*that*,1,,,1.0
Poltergeist!,1,1.0,,
"blast,",1,,1.0,
joe.,1,,1.0,
Tyler...happy,1,,1.0,
yea..,1,,,1.0
Dump,2,,1.0,1.0
re-dyed,1,,1.0,
londons,1,,1.0,
fat.,3,1.0,1.0,1.0
http://twitpic.com/4wauk,1,,,1.0
DO!!,1,,,1.0
...Or,1,,,1.0
"rather,",1,,,1.0
lollll~,1,,,1.0
"background,",2,,2.0,
Doh!,2,,,2.0
LOLzor.,1,,,1.0
mammyy....,1,,1.0,
@>--->--->---,1,,1.0,
South-Korean,1,,1.0,
pal.,1,,1.0,
Happy!,1,,1.0,
sakatas,1,,1.0,
now.I`ll,1,,,1.0
teen,1,,,1.0
nick!,1,,,1.0
"Thankyou,",1,,1.0,
pre-wedding,1,,1.0,
carson,2,1.0,,1.0
<<<,1,,,1.0
HIMYM,1,,,1.0
ceviche,1,,1.0,
bellinis,1,,1.0,
sculpting,1,,,1.0
koi.,1,,,1.0
unhook,1,1.0,,
cronies,1,1.0,,
complaining.,3,1.0,,2.0
_Cool,1,,1.0,
bubbled,1,,,1.0
WSOP,1,,,1.0
AA,1,,,1.0
accidentely,1,1.0,,
BLOWS!,1,1.0,,
_jones20,1,1.0,,
screamm!!!,1,,,1.0
choose!,1,,,1.0
orc.,1,,,1.0
3:15,1,,1.0,
sistas..,1,1.0,,
r.i.p.,1,1.0,,
Deb..,1,1.0,,
McMcBuddy,1,,,1.0
BURRITOS!!!,1,,,1.0
Number,3,,3.0,
999.,1,,1.0,
drizzle,2,,1.0,1.0
observed,1,,,1.0
Wilmy,1,,1.0,
jackson,1,,,1.0
1992.,1,,,1.0
coolio,2,,1.0,1.0
surprising,3,,,3.0
(clue:effect,1,,,1.0
financial,4,1.0,,3.0
