,all,neg,pos,neu
beware,3,1.0,,2.0
fiuuhh,1,,,1.0
yummiest,1,1.0,,
ipoh,1,1.0,,
wattching,1,1.0,,
rubbishhhhhh,1,1.0,,
humour,3,,3.0,
viz,1,,1.0,
_august84,2,1.0,1.0,
beup,1,1.0,,
odyssey,2,,1.0,1.0
rroded,1,,,1.0
wondefl,1,,1.0,
roo6c,1,,1.0,
awwwwwwwwwwe,1,,,1.0
manually,1,,,1.0
oooiifull,1,,,1.0
mp4,1,,,1.0
oregan,1,,1.0,
joshua,1,1.0,,
spazz,1,1.0,,
klemm,2,,,2.0
_0_tronic,1,,,1.0
sainthood,1,1.0,,
seeking,2,2.0,,
extremly,1,,,1.0
sokay,1,,,1.0
weiss,1,,,1.0
disspointed,1,1.0,,
lifehackers,1,1.0,,
sngs,1,,,1.0
5pblz,1,1.0,,
mccoys,1,1.0,,
initial,2,1.0,,1.0
glacier,1,1.0,,
weeooow,1,,,1.0
pfffffffffffffffffffffftttttttt,1,,,1.0
iyaa,1,,,1.0
ahhhhhhh,3,1.0,1.0,1.0
ecxept,1,,1.0,
decembbberrrrrrrr,1,,1.0,
stilll,1,,1.0,
carnivalsofparis,1,1.0,,
baad,1,,,1.0
spyed,1,1.0,,
listented,1,1.0,,
ob,1,1.0,,
qa,1,,,1.0
deceiving,1,1.0,,
pffftt,1,,1.0,
int,1,,1.0,
biiig,1,1.0,,
aaahh,1,,,1.0
weeek,1,,,1.0
yoooo,1,,,1.0
weaselbee,1,,,1.0
cert,2,1.0,,1.0
mariage,1,,,1.0
proposals,2,,,2.0
supporter,2,,,2.0
paq,1,1.0,,
toodle,1,1.0,,
pip,1,1.0,,
eassy,1,1.0,,
montmel,1,,1.0,
flolloping,1,,1.0,
describes,1,,1.0,
ental,1,,,1.0
fren,1,,,1.0
marple,1,,,1.0
meg,1,,,1.0
recognition,2,,1.0,1.0
macaron,1,,,1.0
twibe,1,,,1.0
ronnie,1,,1.0,
_carroll,1,,,1.0
marty,1,,,1.0
mcflyy,1,,,1.0
pickkshaa,1,,1.0,
milky,1,,1.0,
ssshhh,1,1.0,,
disturb,1,1.0,,
beeeeeddddddd,1,1.0,,
trinity,1,1.0,,
4wrrp,1,,,1.0
tixs,1,,,1.0
agustin,1,,1.0,
moods,4,2.0,1.0,1.0
liesgirlstell,2,1.0,,1.0
resigned,1,1.0,,
whyyyyy,1,1.0,,
merm,1,1.0,,
sappy,1,,1.0,
legally,1,1.0,,
bangalore,1,,,1.0
destroyalllines,1,,,1.0
thq,2,,,2.0
billed,1,,,1.0
rpg,1,,,1.0
cliff,1,,,1.0
_stained,1,,1.0,
4jhe5,1,,1.0,
lopatcong,1,,,1.0
4w1s0,1,,,1.0
underworld,1,,1.0,
lamentablemente,1,,,1.0
jrztwitterlunch,1,,,1.0
duster,1,,,1.0
shoppping,1,,,1.0
greenhills,1,,,1.0
balikbayans,1,,,1.0
x2dvj,1,,,1.0
shares,4,2.0,1.0,1.0
momol,1,,,1.0
rplpr,1,,,1.0
volunteer,2,,1.0,1.0
traveled,1,,,1.0
tei,1,,,1.0
sency,1,,,1.0
ghina,1,,,1.0
loaned,1,1.0,,
aerobars,1,1.0,,
alkek,1,1.0,,
brownies,2,2.0,,
chex,1,,1.0,
sins,2,,1.0,1.0
patsy,1,1.0,,
intellectually,1,,,1.0
severing,1,,,1.0
disagreement,1,,,1.0
plugs,3,1.0,,2.0
forreal,2,1.0,,1.0
myst,1,,,1.0
thud,2,,,2.0
1xiz,1,,,1.0
grief,1,,,1.0
barakitten,1,,1.0,
ilycecily,1,,1.0,
sap,1,,,1.0
scones,2,,1.0,1.0
blackird72,1,,,1.0
mazembe,1,,,1.0
5jkbp,1,,,1.0
flaky,1,1.0,,
vrbo,1,1.0,,
procrastination,1,1.0,,
assumption,1,1.0,,
mtn,2,,,2.0
amanzimtoti,1,,,1.0
goto,2,1.0,,1.0
lonovala,1,,,1.0
arrngmnts,1,,,1.0
wrkg,1,,,1.0
bithday,1,,,1.0
pierre,1,,,1.0
rae9,1,,,1.0
alriiightt,1,,,1.0
horrid,4,4.0,,
anyones,2,,,2.0
visialvoicemail,1,,,1.0
diqf3,1,,1.0,
rik,1,1.0,,
_heidi_v,1,,1.0,
concepts,2,,2.0,
outline,2,,1.0,1.0
ensure,1,,1.0,
greatness,2,,1.0,1.0
bottis,1,,1.0,
treeeeek,1,,1.0,
hospitol,1,1.0,,
tourny,1,1.0,,
transcribing,1,,,1.0
tenth,1,,,1.0
censoring,1,1.0,,
speculate,1,1.0,,
uniform,1,1.0,,
_roo,1,,1.0,
guides,1,,1.0,
lifesaver,2,,2.0,
tf2,2,1.0,,1.0
instantly,1,,,1.0
500kb,1,,,1.0
puting,2,,,2.0
feck,1,,,1.0
register,2,1.0,,1.0
naptime,1,,1.0,
4w425,1,,,1.0
poltergeist,1,1.0,,
londons,1,,1.0,
4wauk,1,,,1.0
lolzor,1,,,1.0
mammyy,1,,1.0,
sakatas,1,,1.0,
teen,1,,,1.0
carson,2,1.0,,1.0
ceviche,1,,1.0,
bellinis,1,,1.0,
sculpting,1,,,1.0
unhook,1,1.0,,
cronies,1,1.0,,
_cool,1,,1.0,
bubbled,1,,,1.0
wsop,1,,,1.0
aa,1,,,1.0
accidentely,1,1.0,,
_jones20,1,1.0,,
screamm,1,,,1.0
orc,1,,,1.0
sistas,1,1.0,,
deb,1,1.0,,
mcmcbuddy,1,,,1.0
drizzle,2,,1.0,1.0
observed,1,,,1.0
wilmy,1,,1.0,
coolio,2,,1.0,1.0
x2vyi,1,,,1.0
sisa,1,,1.0,
5yomt,1,,1.0,
48hours,2,1.0,,1.0
whitney,1,,1.0,
tart,1,,1.0,
hurtful,1,1.0,,
maker,1,1.0,,
yani,1,1.0,,
hungary,1,,,1.0
auntys,1,,,1.0
peek,2,,1.0,1.0
unhooking,1,,1.0,
pts,2,,2.0,
_a_tx,1,,1.0,
polite,1,1.0,,
rel,1,1.0,,
soc,1,1.0,,
flashlight,1,,1.0,
viper,1,,1.0,
attendance,1,,1.0,
wrestlers,1,1.0,,
tna,1,1.0,,
clowns,1,1.0,,
inglewood,1,,,1.0
sinhalenfoss,1,,,1.0
ep22,1,,,1.0
kpor,1,,,1.0
announcements,1,,,1.0
lle,1,,,1.0
bareilles,1,,1.0,
wc,1,,,1.0
t20,1,,,1.0
dims,1,,,1.0
yeg,1,,,1.0
miming,1,,1.0,
4weeks,1,,1.0,
karen,2,1.0,,1.0
caliber,1,,1.0,
symphonycms,1,,1.0,
zum,1,,,1.0
spooohort,1,,,1.0
hoisin,1,,1.0,
gelato,1,,1.0,
edmund,1,,1.0,
darnitt,1,1.0,,
ffk09,1,1.0,,
_astri,1,1.0,,
ntn,1,1.0,,
bbf,1,1.0,,
hihi,1,1.0,,
sukanya,1,1.0,,
jun,1,1.0,,
pyo,1,1.0,,
raid,2,1.0,,1.0
excepting,1,,,1.0
tables,1,1.0,,
bucket,2,,,2.0
garland,1,1.0,,
lupus,1,1.0,,
blogtalkradio,1,1.0,,
thereby,1,,1.0,
lovliest,1,,,1.0
hotshot,1,,1.0,
frehley,1,,,1.0
coherent,1,,,1.0
neemah,1,,1.0,
luckkyy,1,,,1.0
virge,1,1.0,,
charlenedianetravels,1,,1.0,
entries,1,,1.0,
67jzp,1,,,1.0
_chick,1,,,1.0
straightened,1,1.0,,
layers,1,1.0,,
5jeu7,1,,,1.0
chux,1,,,1.0
oui,2,,,2.0
brushing,2,,1.0,1.0
_intruder,1,1.0,,
jew,1,,1.0,
stillll,1,,,1.0
civics,1,,,1.0
racists,2,2.0,,
stressing,1,1.0,,
believed,2,1.0,1.0,
wbc,1,1.0,,
counterprotests,1,1.0,,
waterfire,1,1.0,,
nnnnoooooo,1,1.0,,
robsessedpattinson,1,,,1.0
faz,1,1.0,,
presidentes,1,,,1.0
steamed,1,,,1.0
_anderson,2,,1.0,1.0
mailbox,1,,,1.0
hellotxt,3,,,3.0
spay,1,,1.0,
motto,1,,1.0,
wath,1,1.0,,
twitterfails,1,1.0,,
regina,1,1.0,,
deux,1,1.0,,
marlees,1,1.0,,
toeat,1,1.0,,
kahuna,1,1.0,,
ranger,2,1.0,,1.0
peeks,1,,1.0,
rockets,1,,1.0,
yeahhhhh,2,1.0,1.0,
gerald,1,1.0,,
_argie,1,,,1.0
succeed,1,1.0,,
declined,2,1.0,,1.0
carnival,2,1.0,,1.0
giddy,1,1.0,,
brainbone,1,,,1.0
c9ryqc,1,,,1.0
beeen,2,,1.0,1.0
shannii,1,,1.0,
noones,1,,,1.0
stringer,1,1.0,,
bosses,2,1.0,,1.0
owwwwwww,1,,,1.0
hyped,2,,1.0,1.0
gocincinnati,2,,2.0,
crossroads,1,,1.0,
_26,1,,1.0,
nicley,1,,1.0,
streamline,2,,,2.0
halfway,1,,,1.0
keggers,1,1.0,,
trudged,1,,1.0,
anathem,1,,1.0,
pg340,1,,1.0,
sears,1,,,1.0
minh,1,,,1.0
sauna,1,,,1.0
millionaire,3,,1.0,2.0
trillin,1,,1.0,
hobnobbed,1,,1.0,
_trees,1,,,1.0
mwean,1,1.0,,
tingling,1,,,1.0
_sian,1,,,1.0
hubbie,1,,,1.0
mayyyybe,1,,,1.0
germ,1,,,1.0
rodr,1,,,1.0
guezs,1,,,1.0
danced,2,,2.0,
generous,1,,1.0,
sexxxxxxxy,1,,1.0,
debbie,2,1.0,1.0,
larry,2,,1.0,1.0
70s,2,1.0,1.0,
hahahahahahahahahah,1,,1.0,
_josa,1,,1.0,
slowdown,1,,1.0,
fuccin,1,1.0,,
bacc,2,2.0,,
blocc,1,1.0,,
honking,1,1.0,,
uneventful,1,,1.0,
bof,1,,1.0,
juno,1,,1.0,
sv71z,1,,1.0,
ivs,1,,,1.0
pikachu,1,,,1.0
offered,4,,3.0,1.0
wegmans,2,2.0,,
thash,1,,,1.0
_mom,1,,,1.0
waldo,1,,,1.0
ckc,1,,,1.0
_staack,1,,,1.0
l8pde3,1,1.0,,
i733,1,1.0,,
bowie,1,1.0,,
alyanna,1,1.0,,
bondoc,1,1.0,,
cesar,1,1.0,,
sosa,1,1.0,,
financially,1,,,1.0
ins,4,2.0,,2.0
sullivan,1,,1.0,
aboard,2,,2.0,
sunnybank,1,,,1.0
bhr,1,,,1.0
rqpl7,1,,,1.0
sundayyyy,1,1.0,,
sweaters,2,,1.0,1.0
_morris,1,,1.0,
milestone,1,,1.0,
lapit,2,,,2.0
magout,1,,,1.0
fated,1,,,1.0
rrj4e,1,,,1.0
_go,1,,,1.0
sike,2,2.0,,
truce,1,1.0,,
goingtorain,1,,1.0,
precise,1,,1.0,
wxluu,1,,,1.0
awesomespock,1,,1.0,
hillarious,1,,1.0,
northpark,1,1.0,,
07jzs,1,,,1.0
sentiments,1,,,1.0
bymyself,1,,,1.0
thnk,1,,,1.0
bruno,2,1.0,,1.0
affairs,1,,,1.0
southwestern,1,,,1.0
knit,3,1.0,1.0,1.0
ingredients,1,,,1.0
leav,1,,,1.0
kacie,1,,,1.0
mrgqdc,1,1.0,,
x1ap6,1,1.0,,
errg,1,1.0,,
guapisimo,1,,1.0,
chico,1,,1.0,
nancy,2,,,2.0
nsty,1,1.0,,
marky,1,,1.0,
tammy,1,,1.0,
5wb0k,1,1.0,,
heavyweight,1,,1.0,
cleveland,2,,2.0,
crosses,1,,1.0,
subliminal,1,,1.0,
hurdles,1,,,1.0
ironpoodonia,1,,,1.0
45r61,1,1.0,,
jeebus,1,1.0,,
moood,1,,,1.0
feliz,1,,1.0,
delas,1,,1.0,
madres,2,,2.0,
cornish,1,,,1.0
countryside,1,,,1.0
ailun,1,,,1.0
6rwwtj,1,,,1.0
mols,1,1.0,,
map,4,2.0,1.0,1.0
changedd,1,,,1.0
karla,1,,,1.0
choreographing,1,,,1.0
missus,2,,1.0,1.0
awakening,1,,,1.0
v2,2,,2.0,
warmly,1,,1.0,
maxiin,1,,1.0,
gdnight,1,,1.0,
otay,1,,1.0,
embrace,1,,,1.0
deficiency,1,,,1.0
ohnoyoudidnt,1,1.0,,
repeating,1,,,1.0
goitn,1,,,1.0
showerand,1,,,1.0
spellchecker,1,1.0,,
suite,2,1.0,,1.0
unhelpful,1,1.0,,
cheesey,2,1.0,1.0,
eavy,1,,,1.0
wakey,2,,2.0,
shakeyyyy,1,,1.0,
schooliooo,1,,1.0,
maggots,1,,,1.0
clarify,2,,,2.0
civilizati,1,,1.0,
headsup,1,,1.0,
celebxxxvidsyh,1,,1.0,
aybygw,1,,1.0,
fwends,1,,1.0,
raiding,1,,1.0,
rene,1,,1.0,
psycho,1,,1.0,
helio,1,,,1.0
4jjdx,1,,,1.0
livebox,1,1.0,,
haggis,1,,,1.0
cheerios,1,,1.0,
toke,1,,1.0,
spidey,1,,,1.0
itll,1,,,1.0
stephane,1,1.0,,
hoilday,1,,1.0,
lotchecktester,1,,1.0,
hoffentlich,1,,1.0,
wirds,1,,1.0,
stelle,1,,1.0,
sowwwy,1,1.0,,
theraflu,1,,,1.0
_wesely,1,,1.0,
pitcher,3,1.0,1.0,1.0
vynk5,1,1.0,,
kerri,1,,,1.0
41dbn,1,,,1.0
4wt8k,1,,1.0,
rescuers,1,,1.0,
dru,1,,1.0,
mickey,1,,1.0,
season2,1,,,1.0
wishful,1,,,1.0
faking,1,1.0,,
_devil1,1,,,1.0
njoy,3,1.0,2.0,
balearic,1,,,1.0
ape,1,,,1.0
mootools,1,,,1.0
odqwgh,1,,,1.0
yourock,1,,1.0,
dgtcj2,1,,,1.0
cusack,1,,1.0,
calexico,1,,,1.0
donny,1,,,1.0
ankile,1,,,1.0
moneyy,1,1.0,,
cervical,1,,,1.0
determines,1,,1.0,
proctors,1,,1.0,
wealthwithsoul,1,,1.0,
surfers,1,,,1.0
fiance,2,1.0,1.0,
loveliness,2,,2.0,
cherris,1,,1.0,
mommacherri,1,,1.0,
musashis,1,,1.0,
rep,1,,1.0,
kitaro,1,,1.0,
urk,1,,,1.0
brookings,1,,,1.0
maxwell,1,,,1.0
afaik,2,1.0,,1.0
croccos,1,1.0,,
salsa,1,1.0,,
bummerienjoyed,1,1.0,,
woodvine,1,,,1.0
thorne,1,,,1.0
sauteed,1,1.0,,
buns,1,1.0,,
enna,1,1.0,,
kodumai,1,1.0,,
idhu,1,1.0,,
pythonkings,1,,1.0,
presented,1,,1.0,
production,3,3.0,,
haylee,1,1.0,,
mane,1,1.0,,
pol,1,1.0,,
udd,1,1.0,,
naini,1,,,1.0
2my,1,,,1.0
hv,2,,1.0,1.0
snt,1,,,1.0
multimedia,1,,,1.0
expnsiv,1,,,1.0
romantici,1,,1.0,
youyou,1,,1.0,
momotlv,1,,,1.0
iva09,1,,,1.0
skyping,2,,,2.0
mooned,1,,,1.0
daleks,1,1.0,,
dw,2,1.0,,1.0
_layne,1,,1.0,
whaaay,1,,1.0,
sorehead,1,,,1.0
tolddd,1,1.0,,
copier,1,,,1.0
thot,2,,1.0,1.0
aerosmith,1,,1.0,
hotspots,1,,1.0,
shoppin,1,,1.0,
goy,1,,,1.0
chemo,2,,,2.0
preachery,1,,1.0,
djandyw,1,,,1.0
thoe,1,,,1.0
differing,1,,,1.0
grumpiness,1,,,1.0
leon,2,1.0,1.0,
lautner_daily,1,1.0,,
tassi,1,,1.0,
_diesel,1,,,1.0
_web_design,1,,,1.0
wateva,1,,,1.0
2m,1,1.0,,
sameee,1,,,1.0
dmed,1,,1.0,
isaac,3,3.0,,
bdays,2,1.0,1.0,
happymothersday,1,,1.0,
_nl,1,1.0,,
honeypot,1,1.0,,
fckeditor,1,1.0,,
valencias,1,1.0,,
tomorrowland,1,,,1.0
tours,1,,,1.0
halls,2,,,2.0
bball,2,1.0,1.0,
gridiron,1,,1.0,
marshmellows,1,,,1.0
cramcrackers,1,,,1.0
morgans,2,1.0,1.0,
exploded,1,,1.0,
surrey,1,,1.0,
nippy,1,,1.0,
bulky,2,2.0,,
geared,1,1.0,,
duong,1,,,1.0
vietnam,3,,1.0,2.0
tabloid,1,,,1.0
headlines,1,,,1.0
investigation,1,,,1.0
l7zt72,1,,,1.0
yn,1,,1.0,
bloated,1,1.0,,
pools,3,,,3.0
mam,1,,1.0,
mingin,1,,1.0,
overrr,1,,1.0,
yikeysss,1,,1.0,
harmless,2,,2.0,
pamela,1,1.0,,
anderson,1,1.0,,
esque,1,1.0,,
pute,3,1.0,,2.0
bbltwt,3,1.0,2.0,
nqgp3,1,1.0,,
grabe,2,,,2.0
researched,1,,,1.0
dami,1,,,1.0
pala,2,,1.0,1.0
flamenco,1,,,1.0
kaloka,2,,,2.0
attempted,1,,,1.0
solea,1,,,1.0
ditching,1,,,1.0
signup,1,,,1.0
dojo,1,,,1.0
munich,1,,,1.0
ct83ub,1,,,1.0
welll,1,,,1.0
folkiesss,1,,,1.0
ewwy,1,,,1.0
talkkk,1,,,1.0
lurvee,1,,,1.0
everyoneeeeeeeeee,1,,,1.0
ferns,1,,1.0,
petals,1,,1.0,
fnp,1,,1.0,
minits,1,,,1.0
leff,1,,,1.0
_from_hell,1,,,1.0
bitbetter,1,,1.0,
facepalm,1,,1.0,
hittt,1,,,1.0
applebees,1,,1.0,
v0,1,,,1.0
99pb5,1,,,1.0
ssug,1,1.0,,
penance,1,1.0,,
dismissed,1,,1.0,
galbladia,1,1.0,,
scarededededed,1,1.0,,
consists,1,,1.0,
farro,2,,2.0,
denton,1,,,1.0
musician,1,,,1.0
profit,1,,,1.0
alphabet,1,,1.0,
managaed,1,,,1.0
paychecks,1,,,1.0
suffication,1,1.0,,
jinx,1,1.0,,
answering,1,,,1.0
artofphotographyshow,1,,,1.0
_real_nash,1,,1.0,
honorary,1,,1.0,
banjo,1,,,1.0
tooie,1,,,1.0
cellstorms,1,,1.0,
separates,1,1.0,,
robber,1,1.0,,
jaoo,1,,1.0,
alllllll,1,,,1.0
deserves,3,,3.0,
cse,1,,,1.0
charese,1,,1.0,
chzlw,1,,,1.0
congrads,1,,1.0,
bridal,2,,1.0,1.0
arrangements,1,,1.0,
luddite,1,,,1.0
dyer,1,,1.0,
snurl,1,,1.0,
hpwnz,1,,1.0,
targeted,1,,,1.0
ie6,1,,,1.0
_bui,1,1.0,,
grants,1,1.0,,
fees,1,1.0,,
tritonlink,1,1.0,,
tantalizingly,1,,1.0,
acing,2,,2.0,
munism,1,,1.0,
munist,1,,1.0,
hmmphh,1,1.0,,
redsox,1,,,1.0
zoita,1,1.0,,
ghurm,1,1.0,,
mot,1,1.0,,
covina,1,,,1.0
whatz,1,,,1.0
waaaaaaaaaah,1,,,1.0
whispergifts,1,,,1.0
registry,1,,,1.0
tol,1,,1.0,
wowza,1,,,1.0
shred,1,,1.0,
ohnoes,1,1.0,,
incident,1,,,1.0
4wppe,1,,1.0,
eventho,1,,1.0,
defective,1,1.0,,
talinda,1,,,1.0
naps,2,,,2.0
iknow,1,,,1.0
thaty,1,,1.0,
fij,1,,1.0,
probable,1,,1.0,
_bum,1,,1.0,
tearing,1,,1.0,
posters,2,1.0,1.0,
yield,1,,,1.0
webkinz,1,,,1.0
whoooooo,1,,1.0,
spcn,1,,1.0,
richelle,1,,1.0,
succubus,1,,1.0,
twitt,2,1.0,,1.0
thong,1,1.0,,
wreckers,1,,,1.0
innovation,1,,,1.0
seminar,1,,,1.0
voil,1,,,1.0
cplt7p,1,,,1.0
goblet,1,,,1.0
twiggies,1,,1.0,
toothbrush,2,,2.0,
goign,1,1.0,,
booster,1,,,1.0
woork,1,,,1.0
putt,1,1.0,,
_colossus,1,,1.0,
lp,1,,1.0,
rex,2,1.0,1.0,
scofiled,1,1.0,,
asylm,3,,1.0,2.0
goooosh,1,,1.0,
lastfm,1,,1.0,
yon,1,,,1.0
walgreens,1,,,1.0
incredily,1,,1.0,
eying,1,1.0,,
thnkn,1,,,1.0
virtus,1,,,1.0
treviso,1,,,1.0
futurshow,1,,,1.0
forza,1,,,1.0
ragazzi,1,,,1.0
tomarrow,1,,1.0,
foreword,1,,1.0,
_fear_me,1,1.0,,
samee,2,1.0,,1.0
maxium,1,1.0,,
alejandra,2,1.0,,1.0
_efron,1,,1.0,
_kelly,2,,2.0,
maxi,1,,1.0,
farewells,1,,,1.0
divorce,1,,,1.0
satisfy,1,1.0,,
redeem,1,1.0,,
kris,3,3.0,,
flame,2,1.0,,1.0
twiits,1,1.0,,
_pinkapple,1,,1.0,
67di2,1,1.0,,
gh5,1,1.0,,
delightful,1,,1.0,
desribe,1,,1.0,
rhubarb,2,,2.0,
shiraz,1,1.0,,
bahai,1,1.0,,
mosque,1,1.0,,
wr,1,1.0,,
zahedan,1,1.0,,
yays,1,,1.0,
azz,1,,1.0,
liquour,1,,,1.0
_spark,1,,,1.0
afterall,2,,1.0,1.0
moovie,1,,,1.0
sited,1,,,1.0
saras,1,,,1.0
buddhist,1,,1.0,
jews,1,,1.0,
_boo,1,,,1.0
irvine,3,1.0,1.0,1.0
improv,1,,1.0,
gotham,1,,1.0,
mymunchies,1,1.0,,
apples,5,,1.0,4.0
ladyhawke,2,1.0,,1.0
rutger,1,,,1.0
hauer,1,,,1.0
4jbzv,1,,,1.0
wxiux,1,1.0,,
_lovato,2,,1.0,1.0
yes2,1,,,1.0
neighbourhood,1,,,1.0
assfuck,1,1.0,,
677xt,1,1.0,,
trough,2,,1.0,1.0
dayquil,1,,,1.0
supermodel,1,,,1.0
moodle,1,,,1.0
bookings,1,,,1.0
cheerful,1,,1.0,
5jckp,1,,1.0,
gahh,4,4.0,,
_surprises,2,1.0,,1.0
disposable,2,2.0,,
reallizing,1,1.0,,
racin,1,,1.0,
mommasss,1,,1.0,
posse,1,1.0,,
vacant,1,1.0,,
dynamic,1,1.0,,
herniated,1,1.0,,
disc,3,2.0,,1.0
airports,1,1.0,,
universe,4,2.0,1.0,1.0
hitchikers,1,,,1.0
fs,1,,,1.0
altered,1,,1.0,
motherss,1,,1.0,
andd,2,,2.0,
twiligghhttt,1,1.0,,
sukked,1,1.0,,
_mean,1,,,1.0
maroon,1,,1.0,
bottled,1,,1.0,
shuuut,1,,1.0,
heston,1,,1.0,
bleumenthal,1,,1.0,
tyring,1,,,1.0
aruba,1,,,1.0
straw,3,,2.0,1.0
odee,1,,,1.0
qot,2,,,2.0
lonq,1,,,1.0
2hours,1,,1.0,
kq47ah,1,,,1.0
eesh,1,1.0,,
ahold,1,,,1.0
detention,2,1.0,,1.0
mommie,1,,1.0,
mornig,1,,1.0,
everone,1,,1.0,
allahpundit,1,1.0,,
spooky,1,1.0,,
miseration,1,1.0,,
muffin,5,2.0,3.0,
differs,1,,,1.0
keychains,1,,,1.0
lr22dj,1,1.0,,
breaths,1,,,1.0
panicaway,1,,,1.0
helicopters,1,,,1.0
penis,1,,,1.0
lure,2,,2.0,
6698b,1,,,1.0
cltln9,1,,,1.0
cheerio,1,,,1.0
drasda,1,,,1.0
moses,1,1.0,,
hulk,3,,3.0,
torontos,1,,1.0,
younge,1,,1.0,
scenes,3,,2.0,1.0
mesmerizing,1,,1.0,
need2learn,1,,,1.0
tunes,2,,1.0,1.0
1hour,1,,,1.0
yezzzir,1,,1.0,
humans,2,1.0,,1.0
flood,3,,1.0,2.0
66r0u,1,,,1.0
aussies,1,,,1.0
passyunk,1,,,1.0
eink,1,,,1.0
shortcut,1,,,1.0
buisiness,1,,,1.0
raggy,1,1.0,,
doucheeee,1,1.0,,
affect,1,,,1.0
amorsote,2,,1.0,1.0
purdy,1,,1.0,
hongkong,1,,,1.0
cebu,2,,,2.0
tooooooo,2,1.0,1.0,
sup,2,,2.0,
summat,1,,1.0,
fotos,1,,,1.0
showr,1,,,1.0
hse,1,,,1.0
outty,1,,,1.0
preggo,1,,1.0,
mckinney,1,,1.0,
actially,1,,1.0,
aunties,2,2.0,,
tweeterz,1,,,1.0
_cabrera,1,,,1.0
66q88,1,,,1.0
pe,1,,,1.0
artoo,1,,,1.0
wattup,1,,,1.0
jv,1,,,1.0
ogzbdl,1,,,1.0
shuffles,1,,1.0,
cinerama,1,,1.0,
metros,1,,,1.0
nextday,1,,,1.0
dillematic,1,1.0,,
cons,1,1.0,,
eg,2,1.0,1.0,
dibs,1,,,1.0
sulu,1,,,1.0
5jo4w,1,,,1.0
stuffy,1,1.0,,
laurens,2,1.0,1.0,
sudafed,1,1.0,,
twitteeeerrr,1,1.0,,
babiieshow,1,1.0,,
thng,1,1.0,,
sulumits,1,,,1.0
retsambew,1,,,1.0
adds,1,,,1.0
condom,1,,,1.0
supwp,1,,,1.0
offerred,1,,1.0,
gleneagles,1,1.0,,
receptions,1,1.0,,
geje,1,,,1.0
rqaoe,1,,,1.0
ricky,1,1.0,,
softer,1,,1.0,
sutzkever,1,,,1.0
property,2,2.0,,
horrific,3,2.0,,1.0
jar,2,2.0,,
nesscaf,1,1.0,,
zeke,1,,,1.0
newest,4,2.0,1.0,1.0
_d_,1,,1.0,
travellers,1,1.0,,
cave,2,,,2.0
pearlyns,1,,1.0,
svc,1,,1.0,
puzzle,1,1.0,,
evan,1,,,1.0
longoria,1,,,1.0
stressiest,1,,,1.0
paracetamol,2,1.0,,1.0
_bop,1,1.0,,
marisa,1,1.0,,
mauro,1,1.0,,
arseholes,1,1.0,,
jackes,1,1.0,,
movieing,1,1.0,,
anew,1,1.0,,
situational,1,,1.0,
trish,1,,1.0,
czhzb3,1,,,1.0
rpzmx,1,,,1.0
scares,2,2.0,,
colombia,1,,,1.0
kimbeommie,1,,,1.0
21uf,1,,,1.0
pointless,1,,1.0,
kawawa,2,2.0,,
kawawas,1,1.0,,
foreigner,1,,,1.0
_15,1,,1.0,
5yyud,1,,,1.0
stupido,1,,,1.0
twitskies,1,,1.0,
sleeeeeeep,1,,1.0,
goonight,1,,1.0,
sept,3,1.0,,2.0
wrangler,1,,1.0,
riah,1,,,1.0
3ware,1,1.0,,
9650se,1,1.0,,
3x,2,1.0,,1.0
x25,1,1.0,,
raid5,1,1.0,,
800mhz,1,1.0,,
iop,1,1.0,,
hpt,1,1.0,,
adaptec,1,1.0,,
2ghz,1,1.0,,
qcy8d4,1,,1.0,
unny,1,,,1.0
wna,1,,,1.0
unsure,1,1.0,,
peddling,1,,1.0,
assortment,1,1.0,,
topped,3,1.0,1.0,1.0
_the_moon,1,,,1.0
fruitbat,1,,,1.0
cldnt,1,,,1.0
vedanta,1,,,1.0
vibrations,1,,,1.0
bouquets,1,,1.0,
momz,1,,1.0,
fisnihsed,1,,,1.0
yesert,1,,,1.0
4wsjr,1,,,1.0
leisure,1,,,1.0
evenlyn,1,,1.0,
tomora,1,,1.0,
ere,3,,3.0,
navy,2,,,2.0
goodwill,1,,,1.0
_burnett,1,,,1.0
embedded,1,,,1.0
hampstead,1,,,1.0
constituency,1,,,1.0
shemms,1,,,1.0
wxsgy,1,,,1.0
669l2,1,,,1.0
sardines,1,1.0,,
mor,3,1.0,,2.0
g1freaks,1,,,1.0
togetha,1,,,1.0
schmoo,1,,,1.0
whaa,1,,1.0,
optional,2,,2.0,
wmids,1,1.0,,
pleeeeeassseee,1,,,1.0
qantas,1,,,1.0
flyertalk,1,,,1.0
choked,2,1.0,,1.0
retainers,1,1.0,,
resolve,1,,,1.0
ilocos,1,,,1.0
nueva,1,,,1.0
ecija,1,,,1.0
overpriced,1,1.0,,
vocal,2,1.0,,1.0
beathing,1,,,1.0
victoias,1,,,1.0
czb7b2,1,,1.0,
graveyard,1,,,1.0
atltweet,1,,,1.0
multitask,1,,,1.0
savechuck,1,,1.0,
ghhh,1,1.0,,
uduhn,1,,,1.0
lun,1,,,1.0
thehannabeth,1,,1.0,
abandonment,1,1.0,,
tecas,1,1.0,,
200f2,1,,,1.0
twedding,1,,,1.0
mowed,1,,,1.0
playtime,2,,1.0,1.0
antics,1,,,1.0
parella,1,,,1.0
marcia,1,,,1.0
